BHK,Size,Floor,Area Locality,City,Bathroom,N_11,N_12,N_13,N_14,N_15,N_16,N_17,N_18,N_19,N_20,N_21,N_22,Rent
2,500,446,524,4,2,0,0,1,0,1,0,0,1,0,0,0,1,7000
1,450,269,199,4,1,0,0,1,0,0,1,0,0,1,0,0,1,6500
2,850,10,44,4,2,0,0,1,0,0,1,1,0,0,0,0,1,10000
1,300,456,521,4,1,0,1,0,0,0,1,0,1,0,1,0,0,5200
2,1000,10,1310,4,3,0,1,0,0,1,0,0,1,0,0,0,1,13000
2,500,14,610,4,1,0,1,0,0,0,1,0,1,0,0,0,1,7000
2,756,456,462,4,1,0,1,0,0,1,0,0,1,0,0,0,1,12000
1,1000,196,238,4,1,0,0,1,0,0,1,0,1,0,0,0,1,15000
1,150,10,106,4,1,0,1,0,0,0,1,0,1,0,0,0,1,5000
1,800,454,1401,4,1,0,1,0,0,0,1,1,0,0,0,0,1,8000
2,700,196,596,4,2,0,0,1,0,0,1,1,0,0,1,0,0,8000
1,420,266,561,4,1,0,0,1,0,0,1,1,0,0,0,0,1,5000
2,800,446,596,4,1,0,0,1,0,0,1,1,0,0,1,0,0,10000
2,288,196,963,4,1,0,1,0,0,0,1,1,0,0,0,0,1,12000
2,900,446,1967,4,2,0,0,1,0,0,1,0,1,0,0,0,1,8000
2,850,1,1758,4,2,0,1,0,0,0,1,1,0,0,1,0,0,21000
1,350,1,1973,4,1,0,1,0,0,0,1,1,0,0,0,0,1,5000
2,600,454,195,4,1,0,0,1,0,0,1,0,1,0,0,0,1,9000
2,1600,454,921,4,1,0,1,0,0,1,0,1,0,0,0,0,1,8000
2,986,196,1551,4,1,0,1,0,0,0,1,1,0,0,0,0,1,7000
3,1330,14,1758,4,2,0,1,0,0,0,1,1,0,0,1,0,0,35000
3,1300,456,1088,4,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
2,800,454,991,4,1,0,1,0,0,0,1,1,0,0,0,0,1,6200
2,800,16,304,4,1,0,1,0,0,0,1,0,1,0,0,0,1,9900
2,850,456,235,4,1,0,0,1,0,0,1,1,0,0,0,0,1,7000
1,322,14,524,4,1,0,1,0,0,0,1,0,1,0,1,0,0,5000
2,800,454,44,4,1,0,1,0,1,0,0,0,1,0,0,0,1,6500
4,1500,454,1757,4,2,0,1,0,0,0,1,1,0,0,1,0,0,40000
3,3500,10,1756,4,2,0,0,1,0,1,0,0,1,0,0,0,1,40000
2,957,10,464,4,2,0,1,0,1,0,0,1,0,0,0,0,1,12000
1,850,14,203,4,1,0,1,0,0,0,1,1,0,0,0,0,1,6500
2,900,454,311,4,2,0,1,0,0,0,1,1,0,0,0,0,1,10000
2,600,454,44,4,1,0,0,1,0,1,0,0,1,0,0,0,1,15000
1,350,458,44,4,1,0,1,0,0,1,0,0,1,0,0,0,1,5000
2,800,454,1973,4,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
2,320,10,200,4,1,0,1,0,0,0,1,0,1,0,0,0,1,6000
3,800,457,872,4,1,0,1,0,0,0,1,0,1,0,0,0,1,15000
2,700,1,195,4,2,0,1,0,0,1,0,1,0,0,0,0,1,10000
2,1200,10,1757,4,2,0,0,1,0,1,0,0,1,0,1,0,0,22000
2,750,10,1650,4,1,0,1,0,0,1,0,0,1,0,0,0,1,8500
3,1200,456,1757,4,3,0,0,1,0,1,0,0,1,0,1,0,0,35000
2,450,457,596,4,1,0,1,0,0,0,1,0,1,0,0,0,1,7000
3,1430,454,197,4,1,0,0,1,0,1,0,0,1,0,0,0,1,8500
2,450,14,524,4,1,0,0,1,0,0,1,0,1,0,1,0,0,6000
4,800,446,259,4,3,0,0,1,0,1,0,0,1,0,0,0,1,35000
1,400,10,1973,4,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,650,10,612,4,1,0,0,1,0,0,1,0,1,0,0,0,1,8000
1,450,10,573,4,1,0,1,0,0,0,1,0,1,0,0,0,1,5000
2,600,457,262,4,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
3,1200,14,1088,4,2,0,1,0,0,0,1,0,0,1,0,0,1,15000
2,700,266,196,4,1,0,1,0,0,0,1,1,0,0,0,0,1,9000
1,300,446,238,4,1,0,1,0,0,0,1,1,0,0,1,0,0,5000
3,1200,16,1653,4,3,0,0,1,0,0,1,0,1,0,0,0,1,8000
3,1300,446,1758,4,2,0,1,0,0,0,1,1,0,0,1,0,0,35000
1,400,446,1854,4,1,0,0,1,0,0,1,0,1,0,1,0,0,5500
3,1320,454,1757,4,2,0,1,0,0,0,1,1,0,0,1,0,0,35000
2,1000,446,107,4,2,0,0,1,1,0,0,0,1,0,0,0,1,11000
2,700,10,1785,4,1,0,1,0,0,0,1,1,0,0,0,0,1,10000
2,800,454,2200,4,2,0,1,0,0,0,1,0,1,0,0,0,1,6500
2,900,456,196,4,1,0,0,1,1,0,0,0,1,0,0,0,1,6000
3,1700,454,1756,4,2,0,0,1,0,0,1,0,1,0,0,0,1,36125
2,600,454,1575,4,1,0,1,0,0,0,1,1,0,0,0,0,1,6800
2,850,10,236,4,2,0,1,0,0,0,1,0,0,1,0,0,1,8500
2,550,14,311,4,1,0,1,0,0,0,1,1,0,0,0,0,1,5000
1,650,454,612,4,1,0,1,0,1,0,0,0,1,0,0,0,1,6500
1,800,446,1780,4,1,0,1,0,0,0,1,0,1,0,0,0,1,6500
2,475,454,311,4,1,0,0,1,0,0,1,0,1,0,0,0,1,4500
1,200,446,1760,4,1,0,1,0,0,0,1,0,1,0,1,0,0,6000
1,400,454,1760,4,1,0,1,0,0,0,1,0,1,0,1,0,0,10000
1,500,454,1154,4,1,0,0,1,1,0,0,0,1,0,1,0,0,12000
2,550,196,1760,4,1,0,1,0,0,0,1,0,1,0,1,0,0,12000
2,800,10,521,4,1,0,0,1,0,0,1,0,1,0,0,0,1,12000
2,1000,196,51,4,2,0,0,1,1,0,0,0,1,0,0,0,1,9000
1,400,458,1885,4,1,0,1,0,0,1,0,1,0,0,0,0,1,5000
1,300,10,1526,4,1,0,1,0,0,0,1,0,1,0,1,0,0,6000
2,450,1,313,4,1,0,1,0,0,0,1,0,1,0,0,0,1,5500
2,450,10,313,4,1,0,1,0,0,0,1,0,1,0,0,0,1,5500
2,1100,446,1363,4,2,0,1,0,0,0,1,0,1,0,0,0,1,8500
1,450,192,104,4,1,0,0,1,0,0,1,0,1,0,0,0,1,5000
2,1100,454,1758,4,2,0,1,0,0,0,1,1,0,0,0,0,1,23000
2,650,192,259,4,1,0,1,0,0,0,1,0,1,0,0,0,1,5500
2,780,454,50,4,1,0,1,0,0,0,1,1,0,0,0,0,1,8500
3,1100,454,1758,4,2,0,0,1,0,1,0,0,1,0,0,0,1,22000
1,800,196,238,4,1,0,0,1,0,0,1,0,1,0,0,0,1,5500
1,500,454,1660,4,2,0,0,1,0,1,0,0,1,0,1,0,0,7000
1,400,270,743,4,1,0,1,0,0,0,1,1,0,0,0,0,1,5000
1,450,1,231,4,1,0,1,0,0,0,1,0,1,0,0,0,1,5000
2,550,446,899,4,1,0,0,1,0,0,1,0,1,0,1,0,0,6500
2,600,10,12,4,1,0,1,0,0,0,1,0,1,0,0,0,1,8000
1,200,14,857,4,1,0,0,1,0,0,1,0,1,0,0,0,1,5500
2,500,10,1576,4,1,0,1,0,0,1,0,0,1,0,0,0,1,6000
1,450,456,893,4,1,0,1,0,0,0,1,1,0,0,0,0,1,5500
2,1050,446,198,4,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
3,1000,200,230,4,2,0,1,0,0,0,1,1,0,0,0,0,1,10000
2,1200,456,1882,4,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
3,1100,1,820,4,2,0,0,1,0,1,0,0,0,1,0,0,1,12000
1,220,454,1399,4,1,0,0,1,0,0,1,0,1,0,0,0,1,5200
1,350,1,259,4,1,0,0,1,0,0,1,0,1,0,0,0,1,4000
3,1100,456,571,4,1,0,1,0,0,0,1,1,0,0,0,0,1,30000
2,800,454,1882,4,1,0,0,1,0,0,1,0,1,0,0,0,1,5146
2,950,454,1795,4,1,0,0,1,0,0,1,0,1,0,0,0,1,12000
3,1200,456,743,4,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
2,700,454,259,4,1,0,0,1,0,1,0,0,1,0,0,0,1,8500
1,500,14,18,4,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
2,570,456,483,4,1,0,0,1,0,0,1,0,1,0,0,0,1,9500
2,650,196,195,4,1,0,0,1,0,0,1,0,1,0,0,0,1,8000
3,1200,10,2007,4,3,0,0,1,0,0,1,0,1,0,0,0,1,15000
5,960,446,963,4,2,0,0,1,0,0,1,0,1,0,0,0,1,22500
2,1250,10,1629,4,2,0,0,1,0,1,0,0,1,0,0,0,1,12500
3,120,200,348,4,2,0,0,1,1,0,0,0,1,0,0,0,1,34000
3,950,10,899,4,2,0,1,0,0,1,0,0,1,0,0,0,1,14000
1,600,10,1760,4,1,0,1,0,0,0,1,0,1,0,1,0,0,9500
2,750,192,250,4,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
3,1200,266,230,4,2,0,0,1,0,0,1,0,1,0,0,0,1,20000
1,400,454,1760,4,1,0,1,0,0,1,0,0,1,0,1,0,0,6500
1,600,454,609,4,1,0,1,0,1,0,0,0,1,0,0,0,1,7500
2,700,454,521,4,1,0,0,1,0,0,1,0,1,0,0,0,1,6500
2,850,456,196,4,1,0,0,1,0,1,0,0,1,0,0,0,1,9500
1,500,446,1853,4,1,0,0,1,0,1,0,0,1,0,0,0,1,1800
2,650,454,195,4,1,0,1,0,0,0,1,0,1,0,0,0,1,7500
2,800,456,230,4,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
3,830,269,521,4,2,0,0,1,0,0,1,0,1,0,0,0,1,15000
2,600,454,990,4,1,0,0,1,0,0,1,1,0,0,1,0,0,7000
2,800,10,376,4,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,1200,446,1754,4,2,0,0,1,0,1,0,0,0,1,0,0,1,14000
2,1000,454,853,4,2,0,0,1,1,0,0,0,1,0,0,0,1,22000
2,750,454,1757,4,2,0,1,0,0,0,1,0,1,0,1,0,0,18000
2,800,456,610,4,2,0,1,0,0,0,1,1,0,0,0,0,1,10000
2,1200,456,1149,4,2,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,750,311,1058,4,1,0,1,0,0,0,1,0,1,0,0,0,1,10000
3,1500,48,1778,4,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
1,300,14,1414,4,1,0,0,1,0,0,1,0,1,0,0,0,1,5000
3,800,454,139,4,1,0,1,0,0,0,1,1,0,0,0,0,1,10000
2,450,454,521,4,2,0,0,1,0,0,1,0,1,0,0,0,1,7000
4,1200,330,1329,4,2,0,0,1,1,0,0,0,1,0,0,0,1,10000
2,500,43,754,4,2,0,0,1,0,1,0,0,1,0,0,0,1,6000
2,900,446,610,4,2,0,1,0,0,1,0,0,1,0,0,0,1,18000
2,460,454,1178,4,1,0,1,0,0,0,1,1,0,0,0,0,1,8000
2,530,196,195,4,1,0,0,1,0,1,0,0,0,1,0,0,1,8000
2,650,457,1083,4,2,0,1,0,0,1,0,0,1,0,0,0,1,13000
2,700,446,1758,4,2,0,1,0,0,1,0,1,0,0,0,0,1,20000
2,400,196,199,4,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,1000,454,1527,4,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
1,400,454,1389,4,1,0,1,0,0,1,0,1,0,0,0,0,1,10000
2,700,456,1778,4,2,0,1,0,0,0,1,1,0,0,0,0,1,14000
2,850,16,235,4,2,0,1,0,0,1,0,1,0,0,0,0,1,10000
2,558,266,2007,4,2,0,1,0,0,0,1,0,1,0,1,0,0,10500
2,800,269,1973,4,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,900,10,231,4,2,0,1,0,0,0,1,0,1,0,0,0,1,12000
3,1600,14,1656,4,2,0,0,1,1,0,0,0,1,0,0,0,1,14000
1,150,17,1083,4,1,0,1,0,0,0,1,1,0,0,0,0,1,3700
3,1600,456,1758,4,2,0,1,0,0,0,1,1,0,0,1,0,0,40000
3,1000,198,1662,4,1,0,0,1,0,0,1,0,1,0,0,0,1,25000
1,700,14,235,4,1,0,0,1,0,0,1,0,1,0,0,0,1,2200
1,175,454,1399,4,1,0,0,1,0,0,1,0,1,0,0,0,1,3300
1,450,446,1873,4,1,0,0,1,0,1,0,0,1,0,0,0,1,5000
3,1700,14,1756,4,3,0,1,0,0,1,0,1,0,0,1,0,0,60000
2,425,196,1405,4,1,0,1,0,0,0,1,0,1,0,0,0,1,6000
3,900,10,1259,4,3,0,0,1,0,1,0,0,1,0,0,0,1,7000
1,400,311,990,4,1,0,1,0,0,0,1,0,1,0,1,0,0,5000
2,600,454,265,4,1,0,0,1,0,0,1,0,1,0,1,0,0,11000
2,721,269,263,4,2,0,0,1,1,0,0,0,1,0,0,0,1,10000
3,1150,10,1758,4,2,0,1,0,0,0,1,0,1,0,1,0,0,22000
3,2210,454,2066,4,3,0,1,0,0,0,1,0,1,0,0,0,1,65000
2,675,454,521,4,1,0,0,1,0,0,1,0,1,0,0,0,1,7500
2,1320,465,212,4,2,0,0,1,1,0,0,0,1,0,0,0,1,45000
1,250,454,1760,4,1,0,1,0,0,0,1,0,1,0,1,0,0,5000
2,720,446,1853,4,2,0,0,1,0,0,1,1,0,0,0,0,1,12000
5,1880,192,463,4,2,0,1,0,0,0,1,1,0,0,0,0,1,25000
3,850,1,1767,4,3,0,1,0,0,1,0,0,1,0,0,0,1,18000
2,1050,1,1734,4,2,0,1,0,0,0,1,0,1,0,0,0,1,25000
1,320,202,1817,5,1,0,0,1,0,1,0,0,1,0,0,0,1,25000
2,750,296,1775,5,2,0,1,0,1,0,0,0,1,0,1,0,0,70000
1,450,378,1701,5,1,0,1,0,1,0,0,0,1,0,1,0,0,45000
3,1100,188,1723,5,3,0,1,0,0,0,1,0,0,1,1,0,0,75000
1,640,370,1266,5,1,0,0,1,1,0,0,0,1,0,0,0,1,14000
1,650,315,1856,5,1,0,0,1,0,0,1,1,0,0,1,0,0,60000
2,800,90,2206,5,2,0,1,0,0,0,1,0,1,0,0,0,1,160000
4,1600,321,2017,5,5,0,1,0,0,1,0,0,1,0,1,0,0,300000
1,460,203,1866,5,1,0,0,1,0,0,1,0,1,0,0,0,1,22000
4,1650,84,54,5,4,0,1,0,0,1,0,0,1,0,1,0,0,130000
1,480,198,1870,5,2,0,1,0,0,1,0,1,0,0,1,0,0,33000
1,500,16,1866,5,2,0,1,0,1,0,0,1,0,0,1,0,0,32000
1,490,198,1868,5,2,0,1,0,0,1,0,1,0,0,1,0,0,30000
1,620,196,1739,5,1,0,0,1,1,0,0,0,1,0,0,0,1,49000
2,518,332,286,5,2,0,1,0,0,1,0,0,1,0,0,0,1,28000
2,700,315,2159,5,2,0,1,0,0,1,0,0,1,0,1,0,0,33500
2,777,160,729,5,2,0,1,0,0,1,0,0,1,0,1,0,0,85000
2,650,370,382,5,2,0,1,0,0,0,1,0,0,1,1,0,0,35000
3,1800,274,224,5,4,0,1,0,0,1,0,0,1,0,1,0,0,270000
5,2308,150,1708,5,5,0,1,0,1,0,0,0,0,1,1,0,0,400000
1,425,50,639,5,2,0,1,0,0,0,1,0,1,0,1,0,0,21000
2,890,387,436,5,2,0,1,0,0,0,1,1,0,0,0,0,1,150000
1,270,97,1170,5,1,0,0,1,0,0,1,0,1,0,0,0,1,22000
2,850,315,1546,5,2,0,1,0,0,1,0,1,0,0,1,0,0,100000
2,888,432,1829,5,2,0,1,0,0,1,0,0,1,0,1,0,0,60000
2,650,478,1331,5,2,0,1,0,0,1,0,0,0,1,1,0,0,8000
1,275,175,2145,5,1,0,1,0,0,0,1,1,0,0,1,0,0,20000
2,700,262,1196,5,2,0,1,0,0,1,0,0,0,1,1,0,0,20000
1,375,12,1093,5,1,0,0,1,0,0,1,0,1,0,0,0,1,25000
1,424,274,1180,5,1,0,0,1,0,1,0,0,1,0,0,0,1,14000
1,400,420,650,5,2,0,0,1,1,0,0,0,1,0,0,0,1,19411
1,450,356,486,5,1,0,1,0,1,0,0,0,1,0,1,0,0,23000
4,2079,313,319,5,5,0,1,0,0,1,0,0,1,0,1,0,0,190000
2,586,457,565,5,1,0,0,1,0,1,0,0,1,0,0,0,1,32000
2,610,17,2217,5,2,0,1,0,1,0,0,0,1,0,0,0,1,68000
1,488,468,1065,5,2,0,1,0,0,1,0,0,1,0,0,0,1,30000
3,1200,373,1111,5,3,0,1,0,0,1,0,0,1,0,1,0,0,110000
2,722,287,1836,5,2,0,1,0,0,1,0,0,1,0,1,0,0,44000
1,450,349,644,5,1,0,1,0,0,0,1,0,1,0,1,0,0,20000
1,500,203,628,5,2,0,0,1,0,1,0,0,1,0,0,0,1,25000
2,680,334,1311,5,2,0,1,0,1,0,0,1,0,0,1,0,0,40000
2,1150,103,1278,5,2,0,1,0,0,0,1,0,1,0,1,0,0,43000
2,830,192,1781,5,2,0,1,0,1,0,0,1,0,0,1,0,0,44000
1,550,348,224,5,1,0,1,0,1,0,0,0,1,0,1,0,0,75000
1,470,370,356,5,2,0,1,0,0,1,0,0,0,1,1,0,0,32000
1,410,434,1265,5,2,0,1,0,0,1,0,0,0,1,1,0,0,16000
2,710,43,54,5,2,0,1,0,0,1,0,0,1,0,1,0,0,65000
2,750,65,54,5,2,0,1,0,0,1,0,0,1,0,1,0,0,45000
2,800,370,387,5,2,0,1,0,0,0,1,0,1,0,1,0,0,57000
1,435,274,578,5,2,0,1,0,0,0,1,0,1,0,1,0,0,27000
1,500,245,1121,5,1,0,1,0,0,1,0,0,1,0,1,0,0,57000
2,800,20,567,5,2,0,1,0,1,0,0,0,1,0,1,0,0,55000
1,540,198,2100,5,2,0,1,0,0,1,0,0,0,1,1,0,0,40000
2,1050,238,1122,5,2,0,1,0,0,0,1,0,1,0,1,0,0,95000
2,700,237,1121,5,2,0,1,0,0,1,0,0,1,0,1,0,0,85000
4,1600,353,2017,5,4,0,1,0,0,1,0,0,1,0,1,0,0,300000
2,600,200,333,5,1,0,1,0,1,0,0,0,1,0,1,0,0,80000
1,300,460,1181,5,2,0,0,1,0,0,1,0,1,0,0,0,1,13000
1,550,269,91,5,2,0,1,0,0,0,1,1,0,0,0,0,1,28000
3,932,94,1545,5,3,0,1,0,0,1,0,0,1,0,1,0,0,89000
1,450,85,496,5,2,0,1,0,0,0,1,0,1,0,1,0,0,28000
2,600,198,1266,5,2,0,1,0,0,0,1,0,1,0,0,0,1,13000
1,424,132,1813,5,2,0,1,0,0,0,1,0,1,0,1,0,0,24000
2,560,456,113,5,2,0,1,0,1,0,0,1,0,0,0,0,1,38000
1,450,29,650,5,2,0,1,0,0,0,1,1,0,0,1,0,0,32000
4,3000,295,1126,5,5,0,1,0,0,1,0,0,1,0,1,0,0,350000
1,600,274,1129,5,2,0,1,0,1,0,0,0,0,1,1,0,0,40000
3,1400,130,2169,5,3,0,1,0,1,0,0,1,0,0,1,0,0,150000
2,630,38,948,5,2,0,1,0,0,0,1,1,0,0,1,0,0,45000
3,1400,316,999,5,3,0,1,0,0,0,1,0,1,0,1,0,0,170000
1,320,71,2145,5,1,0,0,1,1,0,0,0,0,1,0,0,1,30000
2,1000,316,224,5,2,0,1,0,0,0,1,1,0,0,1,0,0,210000
3,1150,281,935,5,3,0,1,0,0,0,1,0,1,0,1,0,0,75000
2,751,267,919,5,2,0,1,0,0,1,0,0,0,1,1,0,0,47000
2,570,315,902,5,2,0,1,0,1,0,0,0,0,1,1,0,0,14000
2,696,86,378,5,2,0,1,0,0,1,0,0,1,0,1,0,0,55000
4,1600,436,109,5,4,0,1,0,0,0,1,0,0,1,1,0,0,120000
3,2500,326,784,5,3,0,1,0,0,1,0,1,0,0,1,0,0,300000
3,1150,395,935,5,3,0,1,0,0,0,1,0,1,0,1,0,0,70000
3,1500,378,71,5,4,0,1,0,0,1,0,0,1,0,1,0,0,150000
3,950,370,280,5,3,0,1,0,1,0,0,0,1,0,1,0,0,62000
2,750,50,1591,5,2,0,1,0,0,0,1,1,0,0,1,0,0,42000
2,715,330,224,5,2,0,1,0,1,0,0,0,1,0,1,0,0,130000
3,1337,249,1425,5,3,0,1,0,1,0,0,0,1,0,1,0,0,170000
3,737,81,555,5,3,0,1,0,0,1,0,1,0,0,1,0,0,20000
2,750,364,1591,5,2,0,1,0,0,0,1,1,0,0,1,0,0,41000
2,760,315,1546,5,2,0,1,0,0,1,0,0,1,0,1,0,0,65000
2,750,406,663,5,2,0,1,0,0,1,0,0,1,0,1,0,0,50000
2,650,201,333,5,2,0,1,0,0,1,0,1,0,0,1,0,0,85000
2,1000,315,627,5,2,0,0,1,0,1,0,0,1,0,0,0,1,50000
1,570,456,1062,5,1,0,1,0,0,0,1,0,1,0,0,0,1,30000
2,900,339,252,5,2,0,1,0,0,1,0,0,0,1,1,0,0,120000
2,760,255,1023,5,2,0,1,0,0,0,1,0,0,1,1,0,0,60000
3,1500,152,1120,5,4,0,1,0,0,0,1,0,1,0,1,0,0,110000
3,1150,24,388,5,3,0,1,0,0,0,1,0,0,1,1,0,0,84500
3,1100,414,680,5,3,0,1,0,0,1,0,0,0,1,1,0,0,80000
3,1000,427,712,5,3,0,1,0,1,0,0,0,1,0,1,0,0,50000
2,720,96,2215,5,2,0,1,0,0,0,1,1,0,0,1,0,0,40000
1,365,169,1180,5,1,0,1,0,1,0,0,0,0,1,1,0,0,34000
4,2000,429,868,5,4,0,1,0,1,0,0,0,1,0,1,0,0,220000
1,400,188,1264,5,1,0,1,0,0,0,1,0,1,0,1,0,0,25000
3,1330,78,1422,5,4,0,1,0,0,1,0,0,1,0,1,0,0,150000
3,850,236,1429,5,3,0,1,0,0,1,0,0,0,1,1,0,0,85000
4,2000,300,2077,5,5,0,1,0,1,0,0,0,1,0,1,0,0,180000
2,700,201,1833,5,2,0,1,0,0,1,0,0,1,0,1,0,0,40000
2,900,383,1454,5,2,0,1,0,0,1,0,1,0,0,1,0,0,50000
2,650,28,1407,5,2,0,1,0,1,0,0,0,0,1,1,0,0,38000
4,2600,470,1129,5,4,0,1,0,0,0,1,0,0,1,1,0,0,310000
2,680,334,387,5,2,0,1,0,0,0,1,0,1,0,1,0,0,50000
3,950,478,1997,5,3,0,1,0,0,1,0,0,1,0,1,0,0,65000
4,1783,340,587,5,3,0,1,0,0,1,0,0,1,0,0,0,1,210000
3,1330,475,1109,5,3,0,1,0,0,0,1,0,1,0,1,0,0,150000
1,565,20,1081,5,2,0,0,1,0,0,1,0,1,0,0,0,1,32000
1,450,316,911,5,1,0,1,0,0,0,1,0,1,0,1,0,0,26000
2,710,338,281,5,2,0,1,0,0,1,0,0,1,0,1,0,0,60000
3,1514,288,319,5,4,0,1,0,0,1,0,0,1,0,1,0,0,190000
3,1080,349,1775,5,3,0,1,0,0,0,1,0,1,0,1,0,0,100000
2,700,349,1140,5,2,0,1,0,0,0,1,0,0,1,1,0,0,35000
3,890,48,938,5,2,0,1,0,0,0,1,0,1,0,1,0,0,68000
3,1250,349,224,5,3,0,1,0,0,1,0,0,1,0,1,0,0,150000
1,300,314,2101,5,1,0,0,1,0,1,0,0,1,0,0,0,1,18000
2,720,348,489,5,2,0,1,0,0,0,1,0,1,0,1,0,0,55000
3,825,206,1129,5,3,0,1,0,1,0,0,0,0,1,1,0,0,65000
2,500,17,2100,5,2,0,1,0,1,0,0,0,1,0,0,0,1,80000
2,750,66,1082,5,2,0,1,0,0,1,0,0,1,0,1,0,0,53000
2,750,110,224,5,2,0,1,0,0,1,0,0,1,0,1,0,0,80000
1,360,274,116,5,1,0,1,0,1,0,0,0,1,0,1,0,0,18000
4,1545,377,2017,5,5,0,1,0,0,1,0,0,0,1,1,0,0,250000
1,400,311,569,5,1,0,1,0,0,0,1,0,1,0,1,0,0,17500
3,750,360,1167,5,2,0,1,0,0,0,1,0,0,1,1,0,0,43000
1,432,349,726,5,2,0,1,0,0,0,1,0,0,1,1,0,0,13500
2,780,145,1197,5,2,0,1,0,0,0,1,0,0,1,1,0,0,18000
2,695,315,224,5,1,0,1,0,0,1,0,0,1,0,1,0,0,75000
1,375,366,1552,5,1,0,1,0,0,0,1,0,1,0,1,0,0,18000
3,1095,319,1124,5,3,0,1,0,0,1,0,0,1,0,1,0,0,160000
1,475,311,1851,5,2,0,1,0,0,1,0,0,0,1,1,0,0,32000
2,790,427,2088,5,2,0,1,0,0,0,1,0,1,0,1,0,0,55000
2,661,182,1710,5,2,0,1,0,0,1,0,0,1,0,1,0,0,47000
2,700,348,568,5,2,0,1,0,0,1,0,0,1,0,1,0,0,35000
1,420,370,455,5,1,0,1,0,0,1,0,0,0,1,1,0,0,15000
2,750,348,438,5,2,0,1,0,0,0,1,0,1,0,1,0,0,50000
2,950,457,484,5,3,0,0,1,0,1,0,0,1,0,0,0,1,25500
5,1880,120,1708,5,5,0,1,0,1,0,0,0,0,1,1,0,0,350000
3,1350,57,553,5,3,0,1,0,1,0,0,0,1,0,1,0,0,55000
1,330,314,1247,5,1,0,0,1,0,1,0,0,0,1,0,0,1,25000
2,750,406,1727,5,2,0,1,0,0,0,1,0,1,0,1,0,0,50000
2,925,32,1137,5,3,0,1,0,1,0,0,0,1,0,1,0,0,65000
3,1150,146,269,5,3,0,1,0,0,1,0,0,0,1,1,0,0,50000
3,1105,111,722,5,3,0,1,0,0,0,1,0,1,0,1,0,0,65000
3,1050,422,998,5,3,0,1,0,1,0,0,1,0,0,1,0,0,160000
1,410,316,584,5,1,0,1,0,0,1,0,1,0,0,1,0,0,25000
1,460,380,387,5,2,0,1,0,0,0,1,0,1,0,1,0,0,32000
1,600,192,1668,5,1,0,0,1,0,1,0,0,1,0,0,0,1,21000
1,570,370,1104,5,2,0,0,1,1,0,0,0,1,0,0,0,1,20000
2,720,410,388,5,2,0,1,0,1,0,0,0,1,0,1,0,0,55000
1,500,311,412,5,2,0,1,0,0,1,0,1,0,0,0,0,1,32000
4,1460,42,795,5,4,0,1,0,0,1,0,0,1,0,1,0,0,150000
1,415,349,553,5,2,0,1,0,0,0,1,1,0,0,1,0,0,30000
3,1400,356,224,5,3,0,1,0,0,1,0,0,1,0,1,0,0,150000
1,270,16,1297,5,1,0,1,0,0,0,1,0,1,0,1,0,0,27000
2,585,397,645,5,2,0,1,0,0,1,0,0,1,0,1,0,0,47000
4,1755,431,552,5,4,0,1,0,0,0,1,0,0,1,1,0,0,150000
1,550,315,328,5,2,0,1,0,1,0,0,0,0,1,0,0,1,27000
3,1300,294,1123,5,4,0,1,0,0,1,0,0,1,0,1,0,0,160000
2,1200,355,1286,5,2,0,0,1,1,0,0,0,1,0,1,0,0,100000
2,600,429,1616,5,2,0,1,0,0,1,0,0,1,0,1,0,0,45002
2,700,405,1926,5,2,0,1,0,0,1,0,0,1,0,1,0,0,48000
1,385,49,607,5,1,0,1,0,0,0,1,0,1,0,1,0,0,18000
1,500,192,1933,5,1,0,1,0,0,1,0,1,0,0,0,0,1,7500
2,850,33,577,5,2,0,1,0,0,1,0,0,1,0,1,0,0,50000
3,900,467,402,5,2,0,1,0,0,1,0,0,0,1,1,0,0,55000
1,400,315,488,5,1,0,1,0,0,0,1,0,1,0,1,0,0,26000
2,600,391,439,5,2,0,1,0,0,0,1,1,0,0,0,0,1,17000
2,750,349,2060,5,2,0,1,0,0,1,0,0,0,1,1,0,0,40000
2,628,297,113,5,2,0,1,0,0,0,1,0,1,0,1,0,0,43000
3,1330,153,1110,5,4,0,1,0,0,0,1,1,0,0,1,0,0,140000
3,1064,390,1717,5,3,0,1,0,0,0,1,0,1,0,1,0,0,140000
3,1200,93,1907,5,3,0,1,0,1,0,0,0,0,1,1,0,0,120000
4,2200,354,867,5,4,0,1,0,1,0,0,0,1,0,1,0,0,400000
